problem,answer,problem_image_1,problem_image_2,answer_image_1,answer_image_2
"Gabhann eitin faoi na trí imoibriú a thaispeántar sa léaráid thíos.
Rangaigh na himoibrithe óna bhfaightear na táirgí X agus Y mar imoibriú ocsaidiúcháin, dí-
ocsaidiúcháin, hidríginiúcháin nó malartaíochta.","X = hidríginiú
Y = ocsaidiú",,,,
"Gabhann eitin faoi na trí imoibriú a thaispeántar sa léaráid thíos.
Má ghabhann comhdhúil X faoi imoibriú hiodráitiúcháin, cad é táirge an imoibrithe?",eatánól / C$_2$H$_5$OH,,,,
"Taispeántar cuid de na leibhéil fuinnimh in adamh hidrigine.
Is féidir le hadamh fuinnmhithe hidrigine fótóin a astú le minicíochtaí áirithe.
Taispeántar trí thrasdul A, B & C a d'fhéadfadh a bheith ag an leictreon in adamh hidrigine.
Luaigh dhá bhealach is féidir adamh hidrigine a fhuinmmiú.","téamh
ag cur sruth leictreach trí",,,,
"Taispeántar cuid de na leibhéil fuinnimh in adamh hidrigine.
Is féidir le hadamh fuinnmhithe hidrigine fótóin a astú le minicíochtaí áirithe.
Taispeántar trí thrasdul A, B & C a d'fhéadfadh a bheith ag an leictreon in adamh hidrigine.
 Astaítear fótón sa réigiún infheicthe den speictream leictreamaighnéadach. Sainaithin an
trasdul atá i gceist.",B / n=3 go n=2 / E$_3$ − E$_2$,,,,
"Taispeántar cuid de na leibhéil fuinnimh in adamh hidrigine.
Is féidir le hadamh fuinnmhithe hidrigine fótóin a astú le minicíochtaí áirithe.
Taispeántar trí thrasdul A, B & C a d'fhéadfadh a bheith ag an leictreon in adamh hidrigine.
Cén dath atá ar an líne seo i speictream astaíochta hidrigine?",dearg,,,,
"Taispeántar cuid de na leibhéil fuinnimh in adamh hidrigine.
Is féidir le hadamh fuinnmhithe hidrigine fótóin a astú le minicíochtaí áirithe.
Taispeántar trí thrasdul A, B & C a d'fhéadfadh a bheith ag an leictreon in adamh hidrigine.
Cén t-ainm a thugtar ar an tsraith seo línte sa réigiún infheicthe den speictream?",(sraith) Balmer,,,,
"Taispeántar cuid de na leibhéil fuinnimh in adamh hidrigine.
Is féidir le hadamh fuinnmhithe hidrigine fótóin a astú le minicíochtaí áirithe.
Taispeántar trí thrasdul A, B & C a d'fhéadfadh a bheith ag an leictreon in adamh hidrigine.
Scríobh cothromóid chun an coibhneas a thaispeáint idir an fuinneamh a chailleann an
leictreon le linn an trasdula agus minicíocht an fhótóin radaíochta a astaítear.",ΔE = hf / E(caillte) = hf,,,,
"Taispeántar cuid de na leibhéil fuinnimh in adamh hidrigine.
Is féidir le hadamh fuinnmhithe hidrigine fótóin a astú le minicíochtaí áirithe.
Taispeántar trí thrasdul A, B & C a d'fhéadfadh a bheith ag an leictreon in adamh hidrigine.
Is é 3.028 × 10$^{-19}$ J an fuinneamh a chaill leictreon le linn trasdula. Ríomh minicíocht an tsolais
a astaíodh.","3.028 × 10$^{-19}$ = (6.626× 10$^{-34}$)f
4.57 × 10$^{14}$Hz
[gan aonad nó aonad mícheart (−1)]",,,,
"Tá mais 4.8 g ag meascán d'ocsaíd mhaignéisiam MgO agus de hiodrocsaíd mhaignéisiam Mg(OH)$_2$.
Imoibrítear an meascán le CO$_2$ chun MgCO$_3$ a dhéanamh de réir na gcothromóidí a leanas:
MgO + CO$_2$ → MgCO$_3$
Mg(OH)$_2$ + CO$_2$ → MgCO$_3$ + H$_2$O
Is ionann mais an uisce a tháirgtear agus 0.315g.
Cé mhéad mól d'uisce a tháirgtear?","1 mhólH$_2$O = 18(g)
$\frac{0.315}{18} = 0.0175$ (mhól)",,,,
"Tá mais 4.8 g ag meascán d'ocsaíd mhaignéisiam MgO agus de hiodrocsaíd mhaignéisiam Mg(OH)$_2$.
Imoibrítear an meascán le CO$_2$ chun MgCO$_3$ a dhéanamh de réir na gcothromóidí a leanas:
MgO + CO$_2$ → MgCO$_3$
Mg(OH)$_2$ + CO$_2$ → MgCO$_3$ + H$_2$O
Is ionann mais an uisce a tháirgtear agus 0.315g.
 Cé mhéad gram de Mg(OH)$_2$ atá i láthair sa mheascán?","1 mhólMg(OH)$_2$ = 58(g)
0.0175 x 58 = 1.015(g)",,,,
"Tá mais 4.8 g ag meascán d'ocsaíd mhaignéisiam MgO agus de hiodrocsaíd mhaignéisiam Mg(OH)$_2$.
Imoibrítear an meascán le CO$_2$ chun MgCO$_3$ a dhéanamh de réir na gcothromóidí a leanas:
MgO + CO$_2$ → MgCO$_3$
Mg(OH)$_2$ + CO$_2$ → MgCO$_3$ + H$_2$O
Is ionann mais an uisce a tháirgtear agus 0.315g.
Cén mhais de MgO atá sa mheascán?",4.8 − 1.015 = 3.785(g),,,,
"Tá mais 4.8 g ag meascán d'ocsaíd mhaignéisiam MgO agus de hiodrocsaíd mhaignéisiam Mg(OH)$_2$.
Imoibrítear an meascán le CO$_2$ chun MgCO$_3$ a dhéanamh de réir na gcothromóidí a leanas:
MgO + CO$_2$ → MgCO$_3$
Mg(OH)$_2$ + CO$_2$ → MgCO$_3$ + H$_2$O
Is ionann mais an uisce a tháirgtear agus 0.315g.
Cé mhéad mól de CO$_2$ atá ag teastáil do gach ceann den dá imoibriú?","$\frac{3.785}{40} = 0.094625$ (móil de CO$_2$)
0.0175 (móil de CO$_2$)",,,,
"Tá mais 4.8 g ag meascán d'ocsaíd mhaignéisiam MgO agus de hiodrocsaíd mhaignéisiam Mg(OH)$_2$.
Imoibrítear an meascán le CO$_2$ chun MgCO$_3$ a dhéanamh de réir na gcothromóidí a leanas:
MgO + CO$_2$ → MgCO$_3$
Mg(OH)$_2$ + CO$_2$ → MgCO$_3$ + H$_2$O
Is ionann mais an uisce a tháirgtear agus 0.315g.
Cén toirt iomlán de CO$_2$ ag TBC atá ag teastáil?",0.112125 x22.4 = 2.5116(L),,,,
"Tá mais 4.8 g ag meascán d'ocsaíd mhaignéisiam MgO agus de hiodrocsaíd mhaignéisiam Mg(OH)$_2$.
Imoibrítear an meascán le CO$_2$ chun MgCO$_3$ a dhéanamh de réir na gcothromóidí a leanas:
MgO + CO$_2$ → MgCO$_3$
Mg(OH)$_2$ + CO$_2$ → MgCO$_3$ + H$_2$O
Is ionann mais an uisce a tháirgtear agus 0.315g.
Cén mhais de MgCO$_3$ san iomlán a tháirgtear?","RMM MgCO$_3$ = 84
0.112125 x 84 = 9.4185(g)",,,,
Sainmhínigh teas dócháin.,"athrú teochta nó teocht i gceist nuair a dhéantar mól amháin de shubstaint
a dhó san iomarca ocsaigine / a dhó ina iomláine",,,,
"Léirítear dóchán iomlán meatánóil sa chothromóid chothroimaithe seo:
2CH$_3$OH$_{(l)}$ + 3O$_{2(g)}$ → 2CO$_{2(g)}$ + 4H$_2$O$_{(l)}$
 Cé mhéad mól d'ocsaigin atá ag teastáil chun 1 mhól de mheatánól a dhó go hiomlán?",1.5 (mól),,,,
"Léirítear dóchán iomlán meatánóil sa chothromóid chothroimaithe seo:
2CH$_3$OH$_{(l)}$ + 3O$_{2(g)}$ → 2CO$_{2(g)}$ + 4H$_2$O$_{(l)}$
An bhfuil imoibrithe dócháin eisteirmeach nó inteirmeach?",eisteirmeach,,,,
"Is féidir dóchán nítrigine a léiriú le
2N$_{2(g)}$ + 5O$_{2(g)}$ → 2N$_2$O$_{5(g)}$
Ríomh teas dócháin N$_2$ ó na sonraí seo a leanas:","H$_{2(g)}$ + $\frac{1}{2}$O$_{2(g)}$ → H$_2$O$_{(l)}$ $\Delta$H = -285.8 (kJ mol$^{-1}$)
N$_2$O$_{5(g)}$ + H$_2$O$_{(l)}$ → 2HNO$_{3(l)}$ $\Delta$H = -76.6 (kJ mol$^{-1}$)
N$_{2(g)}$ + 3O$_{2(g)}$ + H$_{2(g)}$ → 2HNO$_{3(l)}$ $\Delta$H = -348.2 kJ mol$^{-1}$
2N$_{2(g)}$ + 6O$_{2(g)}$ + 2H$_{2(g)}$ →4HNO$_{3(l)}$ $\Delta$H = - 696.4 kJmol$^{-1}$
4HNO$_{3(l)}$→2N$_2$O$_{5(g)}$ + 2H$_2$O$_{(l)}$ $\Delta$H = 153.2 kJmol$^{-1}$
2H$_2$O$_{(l)}$→2H$_{2(g)}$ + O$_{2(g)}$ $\Delta$H = 571.6 kJ mol$^{-1}$
2N$_{2(g)}$ + 5O$_{2(g)}$ → 2N$_2$O$_{5(g)}$ $\Delta$H = 28.4 kJ mol$^{-1}$
N$_{2(g)}$ + $\frac{5}{2}$O$_{2(g)}$ →N$_2$O$_{5(g)}$ $\Delta$H = 14.2 kJ mol$^{-1}$",,,,
"I solaid chriostalta, leagtar amach na cáithníní i bpatrún athfhillteach rialta.
Cad a thugtar ar an bpatrún athfhillteach rialta seo?",aonadchill,,,,
"Taispeántar sa léaráid ar dheis struchtúr iaidin ar criostal móilíneach é.
 Cad iad na fórsaí aomtha a choinníonn na móilíní iaidin le chéile sa chriosta?",Fórsaí Van Der Waals / fórsaí London / fórsaí scaipthe,,,,
"Sampla eile de chriostal móilíneach is ea oighear, a thaispeántar sa léaráid thíos.
Cén sórt aomadh idirmheánach a choinníonn na móilíní uisce le chéile sa chriostail oighir?",Nascadh hidrigine / nascadh H,,,,
"Sampla eile de chriostal móilíneach is ea oighear, a thaispeántar sa léaráid thíos.
Ainmnigh dhá chineál eile criostal agus tabhair sampla de gach ceann díobh.","ianach / comhfhiúsach /miotalach
ianach: NaCl srl
comhfhiúsach:diamant srl
miotalach:copar srl",,,,
"Sampla eile de chriostal móilíneach is ea oighear, a thaispeántar sa léaráid thíos.
I gcás ceann ar bith de na cineálacha criostail a luaigh tú i bpáirt (iv), cuir síos ar conas a
choinntear na cáithníní le chéile.","ceann díobh seo a leanas
ianach:      is iain iad na cáithníní atá i seilbh naisc ianacha/fórsaí leictreastatacha
comhfhiúsach:adaimh atá i seilbh naisc chomhfhiúsacha
miotalach:adaimh mhiotail atá i seilbh lear mór leictreoín dhílógánaithe",,,,
